Location,Area_sqft,Road_Width_ft,Near_Highway,Distance_from_citycenter_km,Price_per_sqft
Madurai,1644.37,17.8,Yes,3.56,2887.59
Trichy,1299.68,32.8,Yes,1.96,3351.23
Chennai,1072.47,35.1,No,5.13,4604.9
Chennai,861.84,34.0,Yes,0.69,5033.75
Vellore,1663.04,27.4,No,3.41,2187.29
Coimbatore,1556.81,30.1,No,2.34,4344.66
Coimbatore,1804.58,29.9,Yes,2.73,4268.3
Salem,988.49,31.8,No,2.45,2526.12
Chennai,1660.33,37.7,Yes,3.71,4647.41
Trichy,1923.58,18.8,Yes,2.14,3047.16
Vellore,1839.85,30.7,No,4.03,2057.16
Madurai,1390.09,31.5,No,3.78,2596.06
Trichy,1601.21,39.9,Yes,5.91,2818.16
Coimbatore,1880.04,15.9,Yes,4.65,4258.36
Madurai,1865.99,27.1,No,1.27,2995.63
Coimbatore,1340.57,32.3,Yes,3.27,4316.23
Vellore,1476.42,39.3,Yes,5.77,2202.5
Salem,1125.05,39.4,No,3.4,2530.38
Vellore,1656.02,33.6,Yes,4.61,2050.54
Madurai,1339.58,24.5,Yes,2.74,2807.78
Chennai,1449.42,12.0,Yes,1.8,5168.58
Salem,1077.68,38.9,Yes,4.27,2557.53
Vellore,1930.84,32.0,Yes,3.25,2463.82
Coimbatore,1053.58,29.3,No,3.96,4112.57
Madurai,1636.28,25.7,No,4.49,2352.72
Coimbatore,952.38,12.0,No,3.3,4017.18
Vellore,862.16,38.6,Yes,3.16,2248.64
Chennai,1830.47,33.1,Yes,1.94,4807.6
Vellore,1205.33,34.8,Yes,1.55,2613.74
Salem,1422.75,18.7,No,3.0,2332.74
Trichy,1598.0,14.2,Yes,5.95,2680.52
Madurai,1978.82,24.4,Yes,5.88,2525.66
Coimbatore,1061.01,22.1,Yes,1.15,4454.08
Coimbatore,1570.26,23.9,Yes,3.11,4429.55
Trichy,812.12,31.1,Yes,5.29,2885.28
Salem,1719.54,22.1,No,0.94,2761.78
Madurai,1720.72,19.9,Yes,1.0,2922.72
Salem,1854.36,15.5,No,1.93,2511.2
Coimbatore,1627.15,37.0,Yes,1.15,4714.18
Madurai,846.55,18.5,No,0.81,2994.0
Salem,1277.57,23.5,No,5.43,2202.81
Coimbatore,1197.03,35.4,Yes,5.07,4370.34
Trichy,1230.99,24.5,No,1.19,2946.19
Vellore,1650.68,17.2,No,5.41,2033.21
Trichy,818.87,12.5,No,3.41,2743.33
Salem,1373.84,13.2,Yes,3.76,2466.79
Chennai,834.71,32.5,No,3.62,4771.88
Salem,1919.71,35.4,No,3.4,2401.98
Madurai,914.58,18.8,No,2.99,2839.35
Vellore,1511.25,30.4,No,4.47,1999.14
Chennai,1848.76,19.7,No,0.7,4966.16
Madurai,1868.13,33.1,Yes,1.86,2854.3
Chennai,1560.81,17.8,Yes,0.87,5269.88
Salem,1603.06,32.1,No,1.48,2609.55
Trichy,1014.1,38.2,Yes,5.94,2607.32
Salem,1851.47,36.5,No,1.63,2733.44
Coimbatore,1960.91,21.9,No,5.26,3958.97
Vellore,1249.99,27.9,Yes,3.3,2496.1
Salem,1213.37,12.1,No,2.65,2528.93
Madurai,1990.23,18.9,Yes,5.58,2468.52
Trichy,1719.65,32.5,No,3.71,2816.34
Salem,1459.44,14.3,Yes,5.32,2545.26
Salem,1630.1,37.4,No,1.41,2794.07
Madurai,1236.52,12.9,Yes,1.74,2874.13
Salem,1166.94,37.5,No,5.2,2327.38
Trichy,1623.4,19.7,Yes,4.2,3159.36
Vellore,1215.55,22.5,No,3.69,2276.53
Vellore,1272.96,29.0,Yes,1.01,2565.02
Chennai,1724.33,33.1,Yes,1.08,5064.24
Chennai,1053.26,15.3,Yes,1.48,5155.17
Vellore,1146.13,24.1,Yes,5.54,2096.91
Coimbatore,1731.27,25.8,No,4.94,4141.07
Trichy,1339.88,26.7,Yes,5.34,3013.07
Vellore,1468.11,25.3,Yes,5.02,2098.72
Trichy,1871.41,17.5,Yes,5.32,2872.23
Trichy,850.62,12.2,No,4.86,2642.28
Vellore,1743.34,13.4,Yes,3.18,2383.61
Chennai,1631.85,38.3,Yes,3.28,4857.77
Coimbatore,1408.03,35.0,No,3.94,4126.14
Madurai,1600.83,38.0,Yes,3.7,2724.7
Vellore,1139.41,24.3,No,4.52,1859.55
Vellore,1990.79,14.3,No,4.93,1849.55
Trichy,1318.55,23.2,Yes,1.78,3170.31
Trichy,1947.18,39.1,Yes,0.87,3461.06
Madurai,1561.32,21.5,No,5.8,2337.57
Chennai,1229.57,15.6,No,4.18,4476.68
Trichy,1486.58,18.2,Yes,1.15,3386.73
Trichy,1604.64,21.1,No,5.41,2663.82
Trichy,1472.54,16.2,No,5.72,2656.28
Madurai,1008.0,32.5,No,1.74,3021.84
Coimbatore,1049.87,20.7,Yes,2.6,4479.78
Chennai,1258.07,20.9,Yes,3.17,5053.97
Coimbatore,1642.57,21.8,Yes,3.76,4469.48
Vellore,933.69,26.4,No,5.07,1958.75
Chennai,1301.04,29.0,No,4.71,4343.59
Trichy,1674.4,38.6,No,4.76,2693.57
Chennai,1272.6,34.9,Yes,3.82,5014.23
Trichy,1082.27,14.1,No,4.9,2903.89
Trichy,1606.49,19.1,No,4.67,2905.7
Trichy,865.6,34.1,Yes,4.43,3012.45
Vellore,947.29,13.7,Yes,5.59,2130.53
Coimbatore,1360.75,24.1,Yes,4.46,4155.58
Chennai,900.95,13.6,Yes,2.47,5015.12
Madurai,1959.64,19.3,No,3.32,2819.8
Chennai,1104.65,13.2,No,4.81,4341.91
Chennai,1793.16,23.2,No,0.53,4843.52
Chennai,1154.87,25.6,No,1.25,4986.43
Madurai,1753.4,32.1,No,0.64,3063.09
Vellore,989.31,22.0,Yes,5.06,2388.45
Salem,1776.12,32.2,No,1.78,2658.44
Salem,1116.74,17.8,No,2.2,2517.66
Madurai,1823.1,33.2,Yes,2.21,2851.67
Coimbatore,1460.75,25.4,No,3.28,4261.76
Salem,1619.81,27.7,No,5.31,2307.87
Chennai,1990.08,20.1,No,3.79,4554.35
Madurai,1416.7,19.7,No,5.19,2364.8
Chennai,1859.06,24.2,Yes,4.06,4977.5
Salem,1684.24,36.1,No,2.17,2633.06
Madurai,1667.45,35.6,No,2.82,2564.91
Vellore,1551.93,28.3,No,5.66,1912.77
Vellore,1188.45,39.6,Yes,5.57,2079.26
Chennai,1529.86,21.3,No,4.37,4743.41
Madurai,900.93,29.7,No,5.37,2415.47
Chennai,1219.83,28.8,No,4.69,4546.46
Vellore,1964.61,21.8,Yes,5.98,2193.96
Salem,1672.44,26.7,No,3.87,2239.84
Trichy,945.24,23.6,No,2.78,2857.09
Vellore,997.66,37.3,No,2.33,2383.87
Trichy,1396.04,34.1,Yes,1.39,3341.33
Coimbatore,1942.22,36.0,Yes,4.42,4144.36
Madurai,1359.96,33.1,No,5.11,2496.0
Trichy,1588.68,14.6,No,0.7,3000.26
Trichy,865.81,19.3,No,4.74,2814.11
Madurai,1314.35,29.7,No,3.68,2602.67
Madurai,1066.0,27.2,Yes,3.75,2743.97
Madurai,1135.58,32.7,Yes,1.9,2986.42
Coimbatore,842.69,23.7,Yes,1.23,4702.75
Coimbatore,1648.31,15.0,Yes,1.7,4548.69
Trichy,1611.25,29.8,No,3.59,3011.16
Vellore,1808.41,24.4,Yes,2.94,2512.89
Madurai,1107.17,29.1,No,5.77,2357.03
Madurai,1502.64,21.5,Yes,2.93,2807.53
Madurai,1725.49,33.8,No,0.82,2894.0
Madurai,1647.07,31.7,No,5.78,2256.46
Trichy,1541.76,14.5,Yes,1.9,3012.4
Madurai,1678.25,34.7,No,0.85,3039.89
Chennai,970.2,24.3,No,5.33,4649.63
Vellore,1954.83,32.1,No,4.02,2095.24
Coimbatore,1484.73,34.9,No,3.94,3977.54
Madurai,1101.94,28.3,Yes,2.25,2931.07
Vellore,923.08,36.0,Yes,0.63,2834.36
Chennai,1229.08,16.2,Yes,5.74,4575.28
Vellore,1903.85,21.2,No,5.68,2031.79
Trichy,1029.84,33.2,No,1.37,3179.06
Trichy,1917.5,26.5,Yes,2.21,3123.12
Vellore,1116.67,26.8,Yes,3.03,2253.53
Vellore,1115.14,32.3,Yes,5.62,2175.19
Chennai,1919.14,32.3,Yes,1.62,5215.99
Chennai,1540.4,12.4,Yes,1.55,5022.31
Trichy,1572.11,25.3,Yes,1.26,3092.48
Coimbatore,1051.3,35.3,No,2.12,4346.48
Vellore,1347.07,39.6,No,2.64,2136.88
Madurai,828.16,35.7,Yes,1.92,2867.97
Madurai,1008.75,21.9,Yes,1.93,3201.21
Trichy,1746.68,19.1,Yes,2.75,3225.86
Coimbatore,808.66,26.5,Yes,3.54,4273.28
Chennai,1729.0,37.7,Yes,0.96,5233.94
Chennai,1953.97,12.6,Yes,2.75,4768.52
Trichy,1110.97,12.2,No,4.99,2888.09
Coimbatore,1075.59,37.4,No,2.91,4113.97
Chennai,1440.33,27.2,Yes,0.95,5184.02
Trichy,1455.88,24.8,Yes,3.4,3060.2
Chennai,1905.96,29.3,No,1.36,4986.61
Salem,1316.13,37.3,No,3.88,2213.19
Coimbatore,1625.04,24.1,Yes,0.82,4451.35
Trichy,1809.75,20.2,Yes,4.11,2838.11
Trichy,1047.39,32.7,No,1.01,3042.07
Madurai,1289.22,30.2,Yes,2.14,2870.85
Vellore,1249.42,38.1,No,0.95,2254.9
Chennai,1499.59,29.1,Yes,4.35,4936.28
Chennai,1110.3,17.1,No,5.29,4425.8
Salem,893.93,34.2,Yes,5.13,2318.5
Salem,903.34,21.9,No,4.27,2382.12
Vellore,1730.84,31.1,Yes,2.43,2512.87
Coimbatore,1122.17,29.2,No,2.72,4208.62
Salem,903.13,24.8,Yes,5.02,2560.12
Madurai,1186.22,28.8,Yes,3.24,3025.1
Chennai,1000.17,36.2,Yes,5.83,4698.74
Trichy,1274.11,36.6,No,4.61,2673.07
Chennai,1812.46,14.6,No,2.19,4730.38
Chennai,1526.91,21.8,No,3.22,4664.95
Chennai,1110.07,17.8,Yes,1.85,4855.23
Chennai,1271.75,14.9,No,3.93,4673.0
Vellore,1245.35,26.4,No,2.69,2215.38
Vellore,1237.96,27.1,Yes,5.7,1998.42
Coimbatore,1997.64,32.1,No,1.06,4406.64
Chennai,1420.24,12.3,No,4.41,4652.14
Coimbatore,1236.04,12.2,Yes,1.66,4553.94
Madurai,1730.79,29.9,No,2.05,2730.41
Vellore,880.29,30.0,Yes,5.41,2080.77
Salem,1559.18,35.3,Yes,1.53,2836.43
Vellore,1758.62,34.0,No,4.84,2153.89
Madurai,1837.18,34.3,No,2.28,2916.32
Vellore,893.9,23.1,No,2.77,2133.59
Trichy,1092.97,13.7,No,1.79,3192.74
Chennai,851.2,21.3,No,4.88,4608.98
Chennai,1320.07,16.5,No,5.87,4413.44
Trichy,1299.41,23.2,Yes,1.6,3236.35
Trichy,1403.49,31.6,Yes,5.69,2755.87
Coimbatore,1360.18,38.6,Yes,2.27,4561.11
Chennai,1345.8,24.8,Yes,5.21,4703.18
Salem,1644.53,15.7,Yes,3.44,2721.18
Coimbatore,1885.63,19.9,No,0.54,4605.29
Vellore,1701.88,12.3,No,1.17,2222.49
Madurai,1946.25,38.1,No,1.13,2860.55
Salem,1879.42,37.7,Yes,3.28,2834.69
Vellore,1444.08,26.8,No,5.92,1975.92
Trichy,905.2,12.6,No,2.84,2769.35
Trichy,837.27,24.8,No,0.91,3205.5
Madurai,1873.36,28.5,Yes,4.43,2919.04
Trichy,1252.73,32.5,Yes,5.72,2685.89
Chennai,1582.58,15.8,Yes,4.18,4672.84
Trichy,993.68,18.0,Yes,2.87,3271.6
Vellore,1406.74,18.2,No,1.46,2516.64
Coimbatore,1472.99,24.3,Yes,2.95,4335.5
Trichy,1198.69,21.1,No,3.61,2652.69
Madurai,1389.76,38.2,Yes,3.83,2898.57
Coimbatore,1886.7,17.6,No,2.85,4300.87
Trichy,1530.91,31.9,No,2.01,2826.76
Salem,1527.34,31.1,Yes,3.01,2697.15
Chennai,1718.3,15.8,No,2.58,4941.63
Salem,1513.8,23.5,No,4.42,2220.44
Coimbatore,1464.73,34.9,Yes,2.35,4379.39
Madurai,1101.45,14.1,Yes,4.32,2700.43
Trichy,1438.74,26.5,No,4.31,2875.92
Trichy,1077.55,22.8,No,2.56,3138.68
Trichy,1001.58,24.3,No,4.63,2918.48
Trichy,1146.45,15.4,No,2.13,2941.85
Salem,1551.98,32.2,Yes,4.02,2748.17
Chennai,1071.25,20.8,No,0.67,4770.33
Chennai,1393.01,29.0,Yes,1.1,5049.13
Madurai,1575.09,12.6,Yes,1.98,3018.8
Chennai,853.5,17.1,No,4.43,4499.74
Vellore,1186.2,33.0,Yes,3.83,2255.8
Salem,1986.21,35.3,No,1.3,2628.84
Coimbatore,1642.69,31.0,No,2.78,4414.58
Madurai,901.53,26.8,Yes,2.59,2845.0
Trichy,1086.48,38.0,Yes,4.72,2846.38
Trichy,972.76,13.8,No,3.22,2706.0
Coimbatore,1905.5,24.0,No,1.48,4287.88
Madurai,1916.87,29.3,No,3.24,2845.8
Vellore,1945.53,28.9,Yes,5.74,1930.23
Chennai,1389.09,31.2,No,5.48,4465.84
Madurai,987.22,18.0,Yes,6.0,2515.76
Trichy,1889.38,20.7,No,4.51,2581.16
Coimbatore,1725.74,13.1,Yes,4.02,4439.92
Trichy,1981.39,33.8,No,2.87,2832.14
Chennai,1986.81,13.4,No,5.59,4553.68
Coimbatore,1729.18,17.9,No,5.86,3817.27
Madurai,1866.21,37.4,Yes,5.09,2627.25
Chennai,950.66,34.9,No,5.34,4415.98
Chennai,1288.34,12.4,Yes,5.63,4792.61
Madurai,1465.49,28.4,No,4.81,2657.89
Coimbatore,1608.7,24.2,No,4.54,4060.02
Madurai,1174.67,23.7,Yes,2.35,3016.46
Chennai,1145.99,12.8,Yes,2.22,4829.69
Madurai,1602.61,33.0,No,5.09,2544.38
Vellore,1242.75,39.0,Yes,3.76,2298.07
Coimbatore,1092.26,39.1,No,4.57,4104.15
Salem,1028.41,37.7,No,1.78,2796.62
Trichy,931.8,24.3,No,5.45,2522.42
Chennai,806.62,36.3,No,2.1,4641.38
Vellore,1956.19,36.9,No,0.64,2585.48
Coimbatore,1410.15,35.3,Yes,5.76,3991.65
Vellore,1959.53,36.7,No,5.97,1867.19
Madurai,1690.12,28.7,No,3.47,2845.97
Coimbatore,1959.24,16.6,Yes,5.97,4136.56
Salem,1587.41,38.9,Yes,4.15,2395.76
Salem,820.01,34.8,No,3.81,2442.28
Salem,1247.67,38.2,No,1.17,2730.77
Chennai,1115.56,28.6,Yes,0.82,5077.0
Salem,1120.08,33.7,No,5.55,2358.74
Madurai,1126.19,32.2,Yes,1.03,3086.66
Chennai,1149.18,25.7,Yes,4.03,4663.26
Salem,1941.85,37.2,Yes,5.19,2567.51
Salem,1080.18,38.0,No,4.92,2289.35
Salem,1247.82,33.0,Yes,5.0,2538.73
Coimbatore,919.88,30.3,Yes,4.56,4244.55
Coimbatore,1570.39,33.6,No,4.57,3976.08
Chennai,1178.41,26.3,Yes,3.53,4843.71
Coimbatore,1599.03,29.8,Yes,5.25,4311.47
Coimbatore,1492.46,13.5,No,3.94,3953.58
Coimbatore,956.33,39.1,Yes,5.59,4094.36
Trichy,1944.89,26.5,Yes,3.16,3011.26
Coimbatore,1059.55,22.5,Yes,1.58,4665.86
Madurai,1209.73,38.8,No,1.8,2710.87
Coimbatore,1060.89,35.7,Yes,4.83,4337.71
Chennai,1010.29,24.2,Yes,5.99,4456.52
Salem,1223.6,23.1,No,2.95,2481.91
Vellore,966.1,33.5,No,5.01,2098.02
Vellore,862.36,14.2,No,5.9,2060.8
Salem,1120.35,18.8,Yes,3.23,2652.43
Coimbatore,1514.3,40.0,Yes,5.03,4254.8
Coimbatore,1614.77,34.9,No,2.84,4321.42
Vellore,1302.92,19.1,Yes,5.98,2297.88
Trichy,1256.13,23.8,No,2.91,2843.81
Madurai,883.1,28.1,No,2.04,2685.71
Chennai,1129.18,13.7,No,5.25,4614.06
Chennai,1032.37,20.8,Yes,2.82,4754.22
Madurai,803.46,26.9,No,5.31,2574.98
Salem,1998.58,33.6,Yes,1.86,2717.27
Coimbatore,1488.36,36.4,No,5.64,4012.22
Coimbatore,1330.47,16.1,No,4.71,3857.29
Chennai,1214.83,35.8,No,5.04,4460.84
Coimbatore,1266.72,21.8,Yes,5.15,4181.9
Madurai,1529.97,34.7,Yes,1.33,3212.18
Trichy,1019.91,37.8,Yes,0.6,3229.53
Madurai,1299.29,35.1,No,2.57,2900.88
Vellore,1821.91,22.0,No,5.98,1990.7
Trichy,1852.26,35.9,Yes,5.62,2791.35
Chennai,1981.75,25.9,Yes,2.63,4919.34
Salem,1877.64,29.3,Yes,2.31,2668.86
Salem,1000.12,26.1,Yes,4.9,2613.16
Madurai,1566.62,19.4,No,3.0,2749.09
Vellore,934.91,21.3,Yes,2.61,2275.06
Chennai,906.9,17.6,No,5.4,4548.11
Coimbatore,1834.52,23.3,No,1.81,4497.19
Coimbatore,1607.77,37.9,Yes,5.11,4083.61
Vellore,1178.81,35.1,Yes,5.14,2002.84
Coimbatore,1807.08,14.8,No,3.18,4160.62
Trichy,1840.74,24.1,Yes,3.37,3042.63
Chennai,1694.56,39.1,No,1.63,4767.77
Trichy,860.69,28.7,Yes,1.55,3279.1
Madurai,1659.9,22.8,No,5.4,2589.83
Salem,1907.8,39.4,No,5.89,2136.97
Chennai,1729.35,28.2,No,4.8,4346.76
Madurai,1524.49,20.6,Yes,3.08,3059.27
Coimbatore,1603.63,25.9,No,0.6,4547.82
Vellore,900.47,36.1,Yes,5.5,2053.04
Trichy,1293.18,24.7,Yes,4.9,2862.5
Madurai,1188.95,33.5,No,5.55,2626.22
Vellore,1573.65,29.6,Yes,2.47,2572.48
Vellore,1213.25,25.4,No,5.62,1774.32
Coimbatore,1307.86,16.7,Yes,1.65,4477.22
Trichy,965.24,34.4,Yes,5.16,2708.18
Salem,1376.44,22.1,Yes,2.18,2713.21
Madurai,1474.29,30.2,No,3.53,2605.31
Vellore,1103.95,38.6,No,2.28,2211.67
Madurai,992.07,23.0,No,4.09,2781.96
Madurai,890.27,28.5,Yes,1.17,2999.45
Chennai,1703.75,25.0,No,5.21,4495.14
Vellore,995.65,14.8,Yes,5.12,2250.31
Trichy,1261.84,22.1,No,3.3,2771.62
Vellore,1040.14,30.3,Yes,2.92,2423.18
Trichy,1165.02,29.8,No,4.56,2680.32
Madurai,1590.17,24.5,No,0.98,2838.47
Madurai,1793.08,33.7,No,3.21,2548.52
Salem,1934.65,27.2,No,5.33,2266.76
Coimbatore,1610.44,20.3,Yes,3.63,4324.46
Madurai,1251.49,15.5,No,3.5,2836.52
Trichy,1222.33,21.0,No,3.57,2778.23
Coimbatore,1150.44,25.7,No,0.56,4253.62
Vellore,1187.87,22.9,No,3.88,1988.41
Chennai,888.18,31.2,Yes,1.02,5211.63
Coimbatore,1892.2,39.1,Yes,5.58,4341.76
Vellore,1132.43,36.8,No,5.62,1930.66
Trichy,1801.56,15.6,Yes,2.13,3375.44
Salem,1938.5,28.5,No,2.28,2667.63
Trichy,1603.15,18.1,Yes,3.39,3091.58
Chennai,1233.92,26.5,No,3.87,4527.83
Salem,1508.75,30.9,No,1.44,2758.92
Vellore,1139.87,29.3,No,2.28,2136.53
Salem,899.22,26.4,Yes,2.76,2643.9
Vellore,1173.34,30.6,Yes,2.32,2611.64
Salem,1110.14,35.5,Yes,3.13,2811.85
Trichy,1460.2,27.4,Yes,2.56,3018.98
Chennai,1332.52,28.5,Yes,5.88,4741.14
Salem,1555.91,26.7,No,1.39,2722.32
Chennai,1372.71,28.6,No,5.72,4463.58
Trichy,1806.37,21.4,Yes,1.94,3086.28
Trichy,1231.79,25.7,Yes,2.32,2988.27
Madurai,1406.37,16.3,Yes,4.26,2687.43
Salem,1563.74,19.0,No,5.92,2315.98
Coimbatore,1727.83,25.6,Yes,2.27,4492.72
Coimbatore,1121.87,14.8,Yes,4.27,4217.7
Coimbatore,1802.47,27.3,No,3.8,4222.0
Vellore,1401.2,15.0,Yes,4.31,2221.1
Coimbatore,1862.77,18.2,Yes,5.0,4150.18
Trichy,1006.95,31.7,Yes,2.67,3280.41
Madurai,1086.61,37.4,No,2.8,2862.99
Chennai,1093.25,22.1,Yes,3.07,4696.37
Salem,1974.84,14.7,Yes,2.72,2571.13
Madurai,1441.62,32.6,Yes,0.55,3103.58
Trichy,1572.26,28.2,No,4.11,2809.91
Salem,1356.46,27.2,No,4.28,2450.28
Coimbatore,1217.89,29.6,No,3.22,4105.24
Salem,813.96,20.9,No,4.42,2416.37
Vellore,1259.98,15.5,No,4.72,2007.41
Madurai,1721.65,31.4,No,4.65,2478.29
Coimbatore,1142.41,34.5,No,3.51,3963.5
Chennai,1026.71,18.5,No,5.92,4348.78
Chennai,1776.49,30.4,Yes,2.56,5092.79
Madurai,1570.71,23.0,No,0.87,3009.33
Vellore,1252.99,39.4,Yes,5.18,2291.77
Trichy,811.04,20.2,Yes,2.4,3092.1
Chennai,1598.15,25.1,No,4.61,4630.33
Madurai,1720.07,34.0,Yes,4.88,2824.3
Madurai,1712.83,21.3,Yes,5.14,2706.43
Vellore,1522.07,35.2,Yes,3.55,2153.14
Salem,1677.13,33.4,Yes,2.55,2570.97
Madurai,1940.61,27.5,No,5.81,2498.45
Madurai,1344.29,25.8,No,3.8,2545.64
Vellore,1093.03,36.7,Yes,2.79,2424.91
Coimbatore,811.43,38.3,No,4.23,4154.86
Salem,1795.72,21.2,No,5.33,2156.54
Chennai,1462.02,30.2,No,5.56,4266.41
Trichy,1453.02,39.0,No,4.57,2940.52
Coimbatore,1620.93,25.1,No,4.79,3943.01
Coimbatore,1923.2,16.7,Yes,0.77,4673.32
Vellore,1951.92,31.9,No,2.04,2333.7
Trichy,1000.75,32.8,No,2.65,2760.94
Chennai,1306.07,25.0,Yes,0.96,4980.44
Trichy,1094.73,12.1,No,1.09,3183.24
Salem,1294.49,17.6,No,0.68,2875.53
Vellore,1370.54,33.6,No,2.36,2116.98
Trichy,1842.0,33.8,Yes,5.85,2740.57
Vellore,1547.35,34.7,No,5.28,1843.94
Coimbatore,1095.16,18.6,Yes,3.08,4437.75
Coimbatore,1014.27,30.5,Yes,0.55,4459.45
Trichy,1332.68,21.7,No,2.4,2913.12
Trichy,1275.54,35.8,No,1.94,3123.51
Coimbatore,1515.06,34.2,No,5.8,4050.2
Vellore,1596.36,26.9,No,5.05,2090.84
Salem,858.51,30.4,Yes,5.76,2596.86
Vellore,800.62,17.0,Yes,4.02,2480.45
Trichy,1545.47,18.3,Yes,4.48,2949.58
Coimbatore,1975.91,33.1,No,2.47,4145.58
Madurai,1332.54,29.6,No,4.52,2630.96
Vellore,1090.34,12.7,No,0.82,2348.23
Coimbatore,1866.41,34.9,No,0.69,4350.19
Trichy,1536.29,32.2,No,5.14,2673.24
Coimbatore,1525.01,12.1,No,2.15,4302.29
Vellore,1757.1,18.7,Yes,4.5,2215.24
Madurai,1551.24,26.1,Yes,4.45,2772.56
Coimbatore,1568.49,12.8,No,0.84,4601.81
Madurai,1669.5,18.5,No,3.39,2668.91
Madurai,828.09,12.1,No,3.09,2868.66
Trichy,1201.43,23.8,No,5.71,2570.26
Madurai,1102.01,33.4,Yes,2.22,3083.82
Madurai,1739.73,23.0,No,0.6,2989.56
Trichy,1075.36,22.8,Yes,4.68,2878.92
Chennai,1692.63,32.1,No,1.46,4859.43
Coimbatore,1459.7,12.7,No,3.48,4261.08
Coimbatore,1187.85,30.1,Yes,3.31,4473.5
Trichy,1733.85,33.4,No,2.36,2951.68
Salem,1266.07,21.7,Yes,1.39,2796.59
Trichy,1043.04,20.5,No,3.43,2865.94
Salem,1354.83,15.5,Yes,1.55,2785.93
Coimbatore,909.67,36.6,No,1.0,4564.9
Chennai,1965.98,36.9,Yes,3.01,5075.48
Salem,1460.45,30.7,No,5.22,2447.36
Madurai,1098.41,13.7,Yes,5.23,2537.68
Chennai,1846.2,36.7,No,0.86,4773.43
Coimbatore,1236.2,27.3,No,5.11,3948.65
Vellore,1984.24,28.2,No,0.64,2357.67
Madurai,1892.72,21.5,Yes,5.33,2661.05
Coimbatore,1069.24,20.6,No,0.99,4441.25
Madurai,1140.11,21.1,Yes,0.81,3115.05
Chennai,954.35,34.7,Yes,3.52,4884.18
Chennai,999.87,27.2,Yes,1.29,5230.09
Vellore,1484.71,14.2,Yes,2.1,2332.77
Trichy,1367.5,36.8,No,4.84,2743.85
Trichy,1552.74,38.2,Yes,2.22,3125.98
Madurai,1408.82,21.6,Yes,2.01,3002.65
Salem,1861.95,34.6,Yes,5.87,2226.88
Trichy,1618.12,31.1,Yes,1.64,3329.83
Coimbatore,1254.01,34.4,No,1.06,4324.2
Madurai,827.88,19.9,No,3.76,2650.9
Vellore,1992.65,27.1,No,2.32,2127.4
Chennai,1522.36,33.5,No,4.93,4371.58
Chennai,1355.68,31.6,Yes,1.02,5080.06
Salem,1888.01,31.6,Yes,2.03,2763.86
Salem,942.37,31.4,No,2.79,2437.04
Salem,1896.15,13.5,Yes,0.94,2841.64
Vellore,1433.02,19.9,No,1.43,2462.59
Vellore,840.25,31.5,No,2.45,2366.42
Madurai,1489.36,33.4,No,1.16,2928.12
Madurai,1864.23,19.1,Yes,2.08,3147.59
Trichy,1991.49,21.9,No,2.12,3116.61
Salem,1704.42,33.5,No,5.22,2211.27
Chennai,1824.78,20.3,No,5.79,4267.15
Madurai,1330.4,17.7,Yes,5.51,2498.84
Chennai,1199.41,30.2,No,1.22,4724.19
Salem,1891.31,30.3,No,1.71,2735.24
Coimbatore,1042.05,32.4,No,2.23,4338.5
Vellore,1427.06,30.0,No,3.44,2292.18
Madurai,1646.02,32.9,Yes,3.02,2939.24
Salem,1949.03,37.4,Yes,3.8,2549.37
Salem,1726.33,27.8,Yes,3.16,2730.92
Vellore,1276.12,18.1,Yes,4.86,2238.19
Coimbatore,1681.44,13.7,Yes,3.72,4364.46
Salem,1565.09,33.3,No,1.84,2522.77
Chennai,1602.11,36.8,Yes,3.65,4908.91
Chennai,1569.0,17.3,No,4.65,4413.46
Madurai,1913.47,22.5,No,5.14,2586.07
Vellore,1322.28,18.1,No,2.38,2245.29
Trichy,1471.1,13.2,No,1.64,3151.66
Madurai,1622.84,29.5,Yes,2.08,2821.14
Vellore,1824.86,15.1,No,1.85,2198.26
Chennai,1029.71,21.7,No,4.34,4687.59
Vellore,1177.14,39.7,Yes,5.17,2050.82
Salem,1998.9,33.4,Yes,1.05,2992.06
Salem,1280.86,25.7,No,4.0,2514.17
Chennai,866.76,35.1,Yes,4.06,4633.14
Vellore,1475.02,27.2,Yes,5.41,2006.82
Coimbatore,1544.72,13.6,Yes,4.72,4231.27
Chennai,1834.47,32.7,Yes,4.66,4851.12
Salem,1811.96,23.6,Yes,2.74,2631.21
Vellore,1652.73,30.7,Yes,2.85,2563.96
Chennai,1177.96,28.7,Yes,1.25,5248.95
Chennai,1527.82,16.4,No,4.17,4673.62
Trichy,1023.22,25.5,Yes,3.58,3046.87
Vellore,1274.22,36.1,Yes,2.55,2488.32
Chennai,893.76,25.1,Yes,2.11,5035.74
Trichy,1979.07,26.5,No,2.17,3122.65
Madurai,1564.9,17.6,Yes,4.49,2563.73
Trichy,1284.51,27.6,No,1.13,2921.52
Chennai,1818.68,32.2,No,4.33,4474.38
Coimbatore,1146.57,39.1,Yes,0.64,4756.47
Vellore,1749.01,13.0,No,3.17,2129.43
Trichy,1728.31,38.3,Yes,3.0,3006.76
Salem,1007.99,39.6,No,5.15,2103.96
Madurai,1906.16,34.5,Yes,4.59,2680.76
Coimbatore,985.03,18.6,No,4.58,4192.03
Madurai,1754.82,20.2,No,3.64,2569.79
Salem,1948.71,31.6,No,5.8,2391.23
